parcela,arvore,comum,cientifico,familia,dap2012,hcom,ht,vertical,luminosidade
T17,70,matamata branco,Eschweilera coriacea,Lecythidaceae,26.1,10.99,16.06,S,1
T17,71,inga amarelo,Inga sp.,Fabaceae,10.5,8.37,11.51,S,2
T17,72,gema-de-ovo,Aspidosperma parvifolium,Apocynaceae,10.3,5.88,8.57,S,2
T17,73,araracanga,Aspidosperma spruceanum,Apocynaceae,17.7,18.6,21.18,S,2
T17,74,ata preta,Annona sp.,Annonaceae,10.2,10.02,13.39,S,2
T17,75,abiurana,Pouteria gongrijpii,Sapotaceae,22.5,22.29,27.55,S,2
T17,76,carapanauba,Aspidosperma excelsum,Apocynaceae,63.7,18.35,29.07,C,2
T17,77,jatereu,Lecythis idatimon,Lecythidaceae,26.5,16.94,22.78,S,2
T17,78,matamata preto,Eschweilera ovata,Lecythidaceae,16.1,7.89,20.56,S,2
T17,79,mapatirana,Pourouma minor,Urticaceae,45.5,23.6,30.85,C,2
T17,80,inga branco,Inga thibaudiana,Fabaceae,35,18.89,28.58,C,1
T17,81,freijo cinza,Cordia goeldiana,Boraginaceae,46.2,29.35,41.54,C,1
T17,82,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,50,26.68,45.83,C,1
T17,83,arataciu,Sagotia racemosa,Euphorbiaceae,10.5,9.06,13.62,S,2
T17,84,seringueira,Hevea brasiliensis,Euphorbiaceae,36.7,18.1,31.03,C,1
T17,85,jatereu,Lecythis idatimon,Lecythidaceae,17.5,15.26,25.52,C,1
T17,86,cacau,Theobroma glaucum,Malvaceae,29,21.22,25.95,C,1
T17,87,abiu rosadinho,Pouteria reticulata,Sapotaceae,37.7,16.65,28.07,C,1
T17,88,morta,NA,NA,59.5,NA,18.56,NA,NA
T17,89,matamata preto,Eschweilera ovata,Lecythidaceae,16.6,6.99,12.03,S,3
T17,90,tatapiririca,Tapirira guianensis,Anacardiaceae,36,20.34,32.88,S,2
T17,91,ucuuba,Virola michelii,Myristicaceae,10.3,13.05,16.83,S,2
T17,92,tachi vermelho,Tachigali paniculata,Fabaceae,70,29.8,42.03,E,1
T17,93,jatereu,Lecythis idatimon,Lecythidaceae,17.1,22.42,27.36,S,2
T17,94,morta,NA,NA,30.8,NA,11.05,NA,NA
T17,95,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,45,20.45,30.75,S,1
T17,96,jarana,Lecythis lurida,Lecythidaceae,90.3,23.93,39.99,C,1
T17,97,morta,NA,NA,48,NA,7.02,NA,NA
T17,98,jatereu,Lecythis idatimon,Lecythidaceae,11.8,13.08,18.77,S,2
T17,99,jatereu,Lecythis idatimon,Lecythidaceae,36.8,1.87,25.91,C,1
T18,1,jatereu,Lecythis idatimon,Lecythidaceae,17.9,14.86,21.04,S,1
T18,2,matamata branco,Eschweilera coriacea,Lecythidaceae,17.1,14.87,22.16,S,1
T18,3,matamata branco,Eschweilera coriacea,Lecythidaceae,17.2,14.35,22.16,S,1
T18,4,matamata branco,Eschweilera coriacea,Lecythidaceae,12.9,13.36,22.16,S,1
T18,5,copaiba,Copaifera reticulata,Fabaceae,53.5,31.02,39.33,S,1
T18,6,cucutitiriba,Pouteria sp.,Sapotaceae,10.2,10.98,15.44,S,2
T18,8,roxinho,Peltogyne lecointei,Fabaceae,88,17.82,39.4,E,1
T18,9,parajuba,Manilkara bidentata,Sapotaceae,52.3,25.02,34.22,C,1
T18,10,envira-cunauaru,Annona ambotay,Annonaceae,35.7,30.05,43.08,C,2
T18,11,inhare,Helicostylis sp.,Moraceae,57.8,16.33,29.75,E,1
T18,13,matamata,Eschweilera parviflora,Lecythidaceae,41.4,25.06,31.79,S,2
T18,14,pau-para-tudo,Simaba cedron,Simaroubaceae,12.2,10.83,13.23,S,3
T18,15,matamata-jiboia,Eschweilera sp.,Lecythidaceae,37.3,22.13,30.14,C,2
T18,16,inga vermelho,Inga alba,Fabaceae,39.6,14.5,18.77,S,2
T18,17,parapara,Jacaranda copaia,Bignoniaceae,41.1,19.68,29.23,C,2
T18,18,uxi,Endopleura uchi,Humiriaceae,30,25.57,34.75,S,2
T18,19,jatoba,Hymenaea courbaril,Fabaceae,28.7,28.84,40.39,S,2
T18,20,tachi preto,Tachigali myrmecophila,Fabaceae,50,25.9,51.68,E,1
T18,21,seringueira,Hevea brasiliensis,Euphorbiaceae,35,21.27,34.8,S,2
T18,22,morototo,Schefflera morototoni,Araliaceae,35.1,26.78,30.51,S,2
T18,23,capueiro,Rinorea guianensis,Violaceae,16.9,21.01,25.73,S,2
T18,24,abiurana,Pouteria gongrijpii,Sapotaceae,28.9,22.43,29.39,S,2
T18,25,inga vermelho,Inga alba,Fabaceae,28,21.63,31.23,S,2
T18,26,mato,NA,NA,37.4,18.77,30.57,S,2
T18,27,mapatirana,Pourouma villosa,Urticaceae,40.8,24.49,33.31,C,2
T18,28,tachi branco,Tachigali paniculata,Fabaceae,49.9,25.97,33.98,S,2
T18,29,matamata branco,Eschweilera coriacea,Lecythidaceae,49.7,24.17,32.99,C,2
T18,30,embauba branca,Cecropia palmata,Urticaceae,40.7,23.4,28.91,C,1
T18,31,mapatirana,Pourouma minor,Urticaceae,39.5,21.11,29.93,C,2
T18,32,morta,NA,NA,17.4,NA,6.21,NA,NA
T18,33,copaiba,Copaifera reticulata,Fabaceae,73.5,25.59,32.4,E,1
T18,34,jatereu,Lecythis idatimon,Lecythidaceae,25.8,9.33,21.32,S,2
T18,35,inga peludo,Inga grandis,Fabaceae,14.2,13.59,23.51,S,2
T18,36,capueiro,Rinorea guianensis,Violaceae,11.7,6.82,10.05,S,2
T18,37,macaranduba,Manilkara huberi,Sapotaceae,86.3,42.24,53.52,E,1
T18,38,arataciu,Sagotia racemosa,Euphorbiaceae,11.7,11.38,15.68,S,2
T18,39,seringueira,Hevea brasiliensis,Euphorbiaceae,59.5,29.09,42.43,C,2
T18,40,iperana,Eperua bijuga,Fabaceae,18.9,14.92,24.99,S,2
T18,41,matamata branco,Eschweilera coriacea,Lecythidaceae,43.6,25.07,35.54,C,2
T18,42,jarana,Lecythis lurida,Lecythidaceae,54.7,24.6,36.87,C,2
T18,43,abiurana,Pouteria gongrijpii,Sapotaceae,39.6,20.63,29.47,S,2
T18,44,caramuxi,Pouteria hispida,Sapotaceae,39.4,22.65,36.25,C,2
T18,45,embauba branca,Cecropia palmata,Urticaceae,38.9,29.76,39.33,E,1
T18,46,goiabao,Pradosia cochlearia,Sapotaceae,15,14.39,20.02,S,3
T18,47,breu barrote,Tetragastris panamensis,Burseraceae,56,15.4,26.43,S,2
T18,48,goiabao,Pradosia cochlearia,Sapotaceae,13.5,11.67,21.36,S,1
T18,50,jatereu,Lecythis idatimon,Lecythidaceae,27.4,12.81,25.85,C,2
T18,51,capueiro,Rinorea guianensis,Violaceae,12,9.29,12.65,S,3
T18,52,louro preto,Ocotea cernua,Lauraceae,32.3,20.78,31.44,S,1
T18,53,axixa,Sterculia pruriens,Malvaceae,41.4,25.5,39.33,C,2
T18,54,roxinho,Peltogyne lecointei,Fabaceae,50,24.67,43.68,C,2
T18,55,fava amarela,Parkia sp.,Fabaceae,13.5,8.42,13.65,S,2
T18,56,breu vermelho,Protium hebetatum,Burseraceae,42.1,27.34,38.88,S,2
T18,58,parajuba,Manilkara bidentata,Sapotaceae,77.8,31.34,43.14,E,1
T18,59,embauba branca,Cecropia palmata,Urticaceae,37.7,29.99,41.54,E,1
T18,60,pau-jacare,Laetia procera,Salicaceae,10.8,8,12.68,S,2
T18,61,jatereu,Lecythis idatimon,Lecythidaceae,12.2,7.57,10.81,S,2
T18,62,breu barrote,Tetragastris panamensis,Burseraceae,73,22.49,34.88,S,2
T18,63,matamata branco,Eschweilera coriacea,Lecythidaceae,40,24.59,38.13,S,2
T18,64,andirobarana,Guarea guidonia,Meliaceae,29.6,13.8,23.45,S,2
T18,65,abiu cramuri,NA,NA,57.7,23.91,36.9,C,2
T18,66,caferana,Quiina florida,Ochnaceae,35.8,16.21,26.76,E,1
T18,67,jatereu,Lecythis idatimon,Lecythidaceae,12.3,8.42,16.2,S,2
T18,68,breu barrote,Tetragastris panamensis,Burseraceae,55,11.61,22.03,S,2
T18,69,matamata branco,Eschweilera coriacea,Lecythidaceae,65,23.51,43.1,S,2
T18,70,tachi preto,Tachigali myrmecophila,Fabaceae,37.6,20.07,38.55,E,1
T18,71,abiu canelado,Micropholis crassipedicellata,Sapotaceae,62.4,30.34,48.45,C,2
T18,72,jatereu,Lecythis idatimon,Lecythidaceae,12.2,6.6,12.6,S,2
T18,73,jatereu,Lecythis idatimon,Lecythidaceae,39.2,25.77,43.36,C,2
T18,74,jarana,Lecythis lurida,Lecythidaceae,44.7,20.53,40.29,C,2
T18,75,abiurana branca,Pouteria guianensis,Sapotaceae,53,29.68,45.42,C,2
T18,76,jatereu,Lecythis idatimon,Lecythidaceae,26.2,17.24,29.03,S,1
T18,77,abiurana,Pouteria gongrijpii,Sapotaceae,42,17.15,35.1,C,1
T18,78,tachirana,Stryphnodendron paniculatum,Fabaceae,37,14.53,25.87,C,2
T18,79,matamata branco,Eschweilera coriacea,Lecythidaceae,47.3,20.84,35.66,C,2
T18,80,sucupira babona,Diplotropis sp.,Fabaceae,12.3,12.69,19.97,S,2
T18,81,tachirana,Stryphnodendron paniculatum,Fabaceae,69.9,6.78,10.96,E,1
T18,82,guariuba,Clarisia racemosa,Moraceae,16,32.57,47.62,S,2
T18,83,abiurana,Pouteria gongrijpii,Sapotaceae,35,22.62,33.1,C,2
T18,84,pau-jacare,Laetia procera,Salicaceae,48.6,20.67,38.05,E,1
T18,85,jarana,Lecythis lurida,Lecythidaceae,47.9,18.89,29.47,S,2
T18,86,matamata branco,Eschweilera coriacea,Lecythidaceae,36.7,13.3,19.03,S,2
T18,87,cucutitiriba,Pouteria sp.,Sapotaceae,20.1,5.41,9.71,S,2
T18,88,freijo branco,Cordia scabrifolia,Boraginaceae,35.9,7.2,14.23,S,2
T18,89,matamata branco,Eschweilera coriacea,Lecythidaceae,13.5,4.06,6.01,S,2
T18,90,jatereu,Lecythis idatimon,Lecythidaceae,20.8,7.16,11.61,S,2
T18,91,tachi branco,Tachigali paniculata,Fabaceae,14.7,5.77,9.77,S,2
T18,92,freijo branco,Cordia scabrifolia,Boraginaceae,39.7,7.28,12.34,S,2
T18,93,inhare,Helicostylis sp.,Moraceae,11.1,4.95,7.45,S,2
T18,94,matamata branco,Eschweilera coriacea,Lecythidaceae,10,4.28,6.54,S,2
T18,95,matamata branco,Eschweilera coriacea,Lecythidaceae,11.4,6.06,10,S,2
T18,96,tachi branco,Tachigali paniculata,Fabaceae,77,17.32,32.86,E,1
T18,97,goiabao,Pradosia cochlearia,Sapotaceae,41,14.58,18.23,C,2
T18,98,capueiro,Rinorea guianensis,Violaceae,14.9,7.93,11.72,S,1
T18,99,matamata branco,Eschweilera coriacea,Lecythidaceae,16.4,9.77,11.26,S,2
T18,100,morta,NA,NA,56.3,NA,9.85,NA,NA
T18,101,capueiro,Rinorea guianensis,Violaceae,19.5,8.48,19.08,S,2
T18,102,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,56,25.93,44.36,C,2
T18,103,capueiro,Rinorea guianensis,Violaceae,10.7,7.26,12.02,S,2
T18,104,parajuba,Manilkara bidentata,Sapotaceae,11.4,6.12,12.18,S,2
T18,105,capueiro,Rinorea guianensis,Violaceae,10.5,7.13,12.58,S,2
T18,106,jatereu,Lecythis idatimon,Lecythidaceae,20.6,10.66,12.91,S,2
T18,107,matamata branco,Eschweilera coriacea,Lecythidaceae,38.9,9.47,10.92,C,1
T18,108,capueiro,Rinorea guianensis,Violaceae,10.5,7.62,12.01,S,2
T18,109,matamata branco,Eschweilera coriacea,Lecythidaceae,37.2,11.6,15.36,C,2
T18,110,tauari,Couratari stellata,Lecythidaceae,76,20.01,32.13,C,2
T18,111,axixa,Sterculia pruriens,Malvaceae,11.8,4.19,7.04,S,2
T18,112,louro preto,Ocotea cernua,Lauraceae,49.9,13.53,22.21,C,2
T18,113,matamata branco,Eschweilera coriacea,Lecythidaceae,44.2,8.67,13.66,C,2
T18,115,matamata branco,Eschweilera coriacea,Lecythidaceae,39.2,13.65,22.31,C,2
T18,116,abiurana branca,Pouteria guianensis,Sapotaceae,12.6,4.36,11.63,S,2
T18,117,matamata vermelho,Eschweilera coriacea,Lecythidaceae,10.5,4.95,7.49,S,2
T18,118,acoita-cavalo,Luehea speciosa,Malvaceae,34,13.96,26.27,E,1
T18,119,jatereu,Lecythis idatimon,Lecythidaceae,11.8,10.36,17.27,S,2
T18,120,matamata preto,Eschweilera ovata,Lecythidaceae,15.8,8.73,13.48,S,2
T18,121,abiurana,Pouteria gongrijpii,Sapotaceae,40.4,12.9,17.5,C,2
T18,122,angelim rajado,Zygia racemosa,Fabaceae,28.2,5.45,8.64,S,2
T18,123,parajuba,Manilkara bidentata,Sapotaceae,80.4,21.39,32.74,E,1
T18,124,jatereu,Lecythis idatimon,Lecythidaceae,23.2,3.3,5.34,S,2
T18,125,canela-de-jacamim,Rinorea pubiflora,Violaceae,15.7,9.34,16.93,S,2
T18,126,breu barrote,Tetragastris panamensis,Burseraceae,40.8,15.96,22.83,S,2
T18,127,matamata branco,Eschweilera coriacea,Lecythidaceae,42.9,12.29,21.32,C,2
T18,128,guajara branco,Pouteria sp.,Sapotaceae,43.4,14.16,21.22,C,2
T19,1,macaranduba,Manilkara huberi,Sapotaceae,69.1,24.68,42.22,E,1
T19,2,jatereu,Lecythis idatimon,Lecythidaceae,20.8,12.04,19.27,S,2
T19,3,fava-saboeiro,Abarema jupunba,Fabaceae,53.8,16.48,27.06,S,2
T19,4,abiurana,Pouteria gongrijpii,Sapotaceae,12,8.5,13.39,S,2
T19,5,morta,NA,NA,16.5,NA,13.71,NA,NA
T19,6,breu barrote,Tetragastris panamensis,Burseraceae,37.5,24.05,31.71,C ,2
T19,8,macucu,Licania guianensis,Chrysobalanaceae,52.1,12.05,20.3,C,1
T19,9,joao-mole,Neea oppositifolia,Nyctaginaceae,14.1,4.75,9.94,S,2
T19,10,macaranduba,Manilkara huberi,Sapotaceae,52.2,10.96,21.75,E,1
T19,11,breu vermelho,Protium hebetatum,Burseraceae,17.6,11.84,19.23,S,1
T19,12,jatereu,Lecythis idatimon,Lecythidaceae,19.5,13.74,21.13,S,2
T19,13,matamata vermelho,Eschweilera coriacea,Lecythidaceae,10.9,5.94,12.59,S,2
T19,14,breu vermelho,Protium hebetatum,Burseraceae,47,20.13,30.15,C,2
T19,15,tachi preto,Tachigali myrmecophila,Fabaceae,34.7,13.01,24.41,S,2
T19,16,capueiro,Rinorea guianensis,Violaceae,12,6.76,11.62,S,2
T19,17,abiurana,Pouteria gongrijpii,Sapotaceae,13,9.8,15.44,S,2
T19,18,abiurana,Pouteria gongrijpii,Sapotaceae,14.8,8.82,14.58,S,2
T19,19,capueiro,Rinorea guianensis,Violaceae,18.9,6.71,10.39,S,2
T19,20,morta,NA,NA,54.5,NA,3.35,NA,NA
T19,21,jatereu,Lecythis idatimon,Lecythidaceae,14.1,5.21,7.16,S,3
T19,22,taperebarana,Spondias sp.,Anacardiaceae,14,4.52,7.26,S,2
T19,23,axixa,Sterculia pruriens,Malvaceae,12.2,5.92,9.62,S,2
T19,24,tachi branco,Tachigali paniculata,Fabaceae,47.8,18.7,30.01,E,1
T19,25,breu barrote,Tetragastris panamensis,Burseraceae,20.9,5.26,11.45,S,2
T19,26,abiurana branca,Pouteria guianensis,Sapotaceae,16.8,5.69,10.43,S,2
T19,27,abiurana branca,Pouteria guianensis,Sapotaceae,44.3,14.09,25.19,S,2
T19,28,morta,NA,NA,37.8,NA,14.69,NA,NA
T19,29,breu barrote,Tetragastris panamensis,Burseraceae,55.5,17.7,30.14,C,2
T19,30,inga branco,Inga thibaudiana,Fabaceae,28.1,8.86,16.95,C,2
T19,31,casca seca,Licania canescens,Chrysobalanaceae,25.8,16.22,26.34,C,2
T19,32,uxi,Endopleura uchi,Humiriaceae,65.9,24.05,38.84,E,1
T19,33,breu barrote,Tetragastris panamensis,Burseraceae,10.8,4.54,8.58,S,2
T19,34,roxinho,Peltogyne lecointei,Fabaceae,46,18.27,38.26,E,1
T19,35,matamata branco,Eschweilera coriacea,Lecythidaceae,11.4,4.83,8.73,S,1
T19,36,abiurana,Pouteria gongrijpii,Sapotaceae,35,24.99,42.96,E,2
T19,37,maria preta,Ziziphus sp.,Rhamnaceae,48.8,20.55,31.01,C,2
T19,38,abiurana branca,Pouteria guianensis,Sapotaceae,33.3,19.78,27.64,C,2
T19,39,morta,NA,NA,111.7,NA,37.06,NA,NA
T19,40,abiurana,Pouteria gongrijpii,Sapotaceae,49.1,23.22,34.45,E,2
T19,41,breu barrote,Tetragastris panamensis,Burseraceae,45,11.55,18.96,S,2
T19,42,abiurana branca,Pouteria guianensis,Sapotaceae,16.4,6.59,13.21,S,2
T19,43,mato,NA,NA,17.8,7.5,14.37,S,2
T19,44,capueiro,Rinorea guianensis,Violaceae,11.9,7.34,12.89,S,2
T19,45,matamata vermelho,Eschweilera coriacea,Lecythidaceae,16.4,8.08,15.54,S,2
T19,46,jatereu,Lecythis idatimon,Lecythidaceae,21.4,11.37,19.14,S,2
T19,47,morta,NA,NA,110,NA,6.18,NA,NA
T19,48,capueiro,Rinorea guianensis,Violaceae,12.4,7.57,10.97,S,2
T19,49,caramuxi,Pouteria hispida,Sapotaceae,55.9,12.68,22.68,E,1
T19,50,abiurana,Pouteria gongrijpii,Sapotaceae,39.7,10.53,26.68,E,1
T19,51,guajara cinza,Pouteria sp.,Sapotaceae,45.3,9.65,25.15,C,2
T19,52,capueiro,Rinorea guianensis,Violaceae,17,10.92,15.27,S,2
T19,53,capueiro,Rinorea guianensis,Violaceae,17.9,13.7,23.9,S,2
T19,54,parajuba,Manilkara bidentata,Sapotaceae,47.4,18.18,28.54,C,2
T19,55,canela-de-jacamim,Rinorea pubiflora,Violaceae,16.2,8.21,15.01,S,2
T19,56,breu barrote,Tetragastris panamensis,Burseraceae,55.6,18.67,35.59,C,2
T19,57,seringarana,Micrandra minor,Euphorbiaceae,68.3,22.97,32.56,E,1
T19,58,breu barrote,Tetragastris panamensis,Burseraceae,37.8,17.97,25.94,C,2
T19,59,louro-abacate,Ocotea glomerata,Lauraceae,36.6,16.09,20.12,S,2
T19,60,parapara,Jacaranda copaia,Bignoniaceae,47.1,24.11,33.49,E,1
T19,61,parajuba,Manilkara bidentata,Sapotaceae,48.1,26.65,35.83,E,1
T19,62,inga amarelo,Inga sp.,Fabaceae,28.2,16.89,25.09,S,2
T19,63,cacau,Theobroma glaucum,Malvaceae,11.1,11.82,15.6,S,2
T19,64,mato,NA,NA,35.2,13.73,18.12,C,1
T19,65,tento,Ormosia grossa,Fabaceae,10.5,9.56,14.6,S,2
T19,66,casca doce,Coussarea brevicaulis,Rubiaceae,18.3,9.43,13.17,S,1
T19,67,goiabao,Pradosia cochlearia,Sapotaceae,36.9,14.61,17.96,S,1
T19,68,morta,NA,NA,40.6,NA,22.37,NA,NA
T19,69,freijo branco,Cordia scabrifolia,Boraginaceae,41.5,17.48,27.96,S,1
T19,70,inga branco,Inga thibaudiana,Fabaceae,12.4,9.45,19.19,S,1
T19,71,morta,NA,NA,19.8,NA,20.32,NA,NA
T19,72,capueiro,Rinorea guianensis,Violaceae,15.3,12.89,17.87,S,1
T19,73,morta,NA,NA,70,NA,22.04,NA,NA
T19,74,uxi,Endopleura uchi,Humiriaceae,56.1,28.36,39.15,E,1
T19,75,morta,NA,NA,19.5,NA,5.07,NA,NA
T19,76,abiurana,Pouteria gongrijpii,Sapotaceae,35.3,21.85,26.06,S,2
T19,77,breu barrote,Tetragastris panamensis,Burseraceae,50,19.38,35.7,C,2
T19,78,abiurana branca,Pouteria guianensis,Sapotaceae,47.7,23.3,37.28,C,2
T19,79,cucutitiriba,Pouteria sp.,Sapotaceae,24.2,21,22.43,C,2
T19,80,inga branco,Inga thibaudiana,Fabaceae,14.8,14.01,19.43,S,2
T19,81,fava-paricana,Dimorphandra macrostachya,Fabaceae,53,18.44,36.21,E,1
T19,82,inga,Inga marginata,Fabaceae,17.2,10.28,15.79,S,2
T19,85,breu barrote,Tetragastris panamensis,Burseraceae,54.3,26.45,44.2,C,1
T19,86,jatereu,Lecythis idatimon,Lecythidaceae,13.8,13.49,17.61,S,2
T19,87,macaranduba,Manilkara huberi,Sapotaceae,47.2,16.75,22.27,E,1
T19,88,capueiro,Rinorea guianensis,Violaceae,12.9,13.98,18.42,S,2
T19,89,coquirana,Chrysophyllum sanguinolentum,Sapotaceae,14.6,12.46,21.07,S,3
T19,90,caramuxi,Pouteria hispida,Sapotaceae,36.6,29.28,31.18,E,1
T19,91,abiurana,Pouteria gongrijpii,Sapotaceae,20.9,12.64,15.52,S,2
T19,92,breu barrote,Tetragastris panamensis,Burseraceae,40,18.77,30.03,C,2
T19,93,breu barrote,Tetragastris panamensis,Burseraceae,40.7,24.32,37.45,C,2
T19,94,capueiro,Rinorea guianensis,Violaceae,17.7,14.21,18.39,S,2
T19,95,cacau,Theobroma glaucum,Malvaceae,18.1,13.74,20.16,S,2
T19,96,tachi preto,Tachigali myrmecophila,Fabaceae,55.7,22.08,30.87,E,1
T19,98,matamata preto,Eschweilera ovata,Lecythidaceae,16,9.19,11.45,S,2
T19,99,pau-jacare,Laetia procera,Salicaceae,37.8,20.23,24.16,S,2
T19,100,abiurana,Pouteria gongrijpii,Sapotaceae,76,23.1,30.77,C,1
T19,101,uxi,Endopleura uchi,Humiriaceae,38.3,23.89,32.02,C,1
T19,102,gema-de-ovo,Aspidosperma parvifolium,Apocynaceae,10.1,7.64,11.91,S,1
T19,103,breu barrote,Tetragastris panamensis,Burseraceae,23.1,11.96,21.34,S,1
T19,104,abiurana branca,Pouteria guianensis,Sapotaceae,11.7,9.49,15.29,S,1
T19,105,jutai-pororoca,Dialium guianense,Fabaceae,10.6,4.39,8.28,S,1
T19,106,macaranduba,Manilkara huberi,Sapotaceae,89,23.56,38.95,E,1
T19,107,ripeira,Eschweilera micrantha,Lecythidaceae,45.8,22.42,32.1,S,1
T19,108,matamata preto,Eschweilera ovata,Lecythidaceae,44.2,22.55,30.94,S,1
T19,109,guajara,Pouteria sp.,Sapotaceae,50,29.11,38.68,C,1
T19,110,jatereu,Lecythis idatimon,Lecythidaceae,33.4,23.6,31.85,C,2
T19,111,jutai-pororoca,Dialium guianense,Fabaceae,15,4.79,6.81,S,2
T19,112,jatereu,Lecythis idatimon,Lecythidaceae,20.4,15.42,21.34,S,2
T19,113,jatereu,Lecythis idatimon,Lecythidaceae,16.1,17.74,26.14,S,2
T19,114,envira preta,Guatteria schomburgkiana,Annonaceae,40.5,23.87,32.56,S,2
T19,115,uxirana,Sacoglottis guianensis,Humiriaceae,35.6,25.21,33.52,E,1
T20,1,abiurana,Pouteria gongrijpii,Sapotaceae,16,9.42,20.15,S,2
T20,2,morta,NA,NA,10.4,NA,1.31,NA,NA
T20,3,caramuxi,Pouteria hispida,Sapotaceae,49.2,14.62,24.96,C ,1
T20,5,breu barrote,Tetragastris panamensis,Burseraceae,42,19.51,31.16,S,2
T20,6,capueiro,Rinorea guianensis,Violaceae,20,9.33,17.09,S,2
T20,7,canela-de-jacamim,Rinorea pubiflora,Violaceae,10.3,7.24,13.01,S,2
T20,8,matamata branco,Eschweilera coriacea,Lecythidaceae,47.5,16.12,26.39,S,2
T20,9,morta,NA,NA,24.2,NA,1.87,NA,NA
T20,10,abiurana casca fina,Pouteria retinervis,Sapotaceae,18.7,7.66,12.68,S,2
T20,11,iperana,Eperua bijuga,Fabaceae,18.7,4.71,6.47,S,2
T20,12,inga amarelo,Inga sp.,Fabaceae,18,8.18,18.67,S,2
T20,13,abiu cutite,NA,NA,36.2,13.84,22.05,S,1
T20,14,morta,NA,NA,23.2,NA,7.37,NA,NA
T20,15,timborana,Pseudopiptadenia suaveolens,Fabaceae,39.8,14.49,26.29,C,1
T20,16,capueiro,Rinorea guianensis,Violaceae,24.8,8.88,18.76,S,2
T20,18,jatereu,Lecythis idatimon,Lecythidaceae,17.5,8.07,18.43,S,2
T20,19,guajara cinza,Pouteria sp.,Sapotaceae,16.9,6.49,15.5,S,2
T20,20,abiurana branca,Pouteria guianensis,Sapotaceae,80,19.45,39.32,C,1
T20,21,capueiro,Rinorea guianensis,Violaceae,21.8,6.75,12.19,S,2
T20,22,uxirana,Sacoglottis guianensis,Humiriaceae,37.2,16.66,25.84,C,2
T20,23,tachi preto,Tachigali myrmecophila,Fabaceae,80,28.65,45.98,E,1
T20,24,piquiarana,Caryocar glabrum,Caryocaraceae,41.1,17.46,25.87,C,2
T20,25,capueiro,Rinorea guianensis,Violaceae,15.2,NA,10.75,S,2
T20,26,morta,NA,NA,26.4,NA,16.56,NA,NA
T20,27,capueiro,Rinorea guianensis,Violaceae,16.6,5.47,9.82,S,2
T20,28,joao-mole,Neea oppositifolia,Nyctaginaceae,74.1,22.02,34.35,E,2
T20,29,fava-saboeiro,Abarema cochleata,Fabaceae,45.2,11.1,22.24,C,2
T20,30,jatereu,Lecythis idatimon,Lecythidaceae,24.8,14.49,23.5,S,2
T20,31,jatereu,Lecythis idatimon,Lecythidaceae,36,16.56,27.6,C,2
T20,32,abiurana,Pouteria gongrijpii,Sapotaceae,17,11.17,17.14,S,1
T20,33,angelim vermelho,Dinizia excelsa,Fabaceae,140,30.35,70.79,E,1
T20,34,breu vermelho,Protium hebetatum,Burseraceae,60,22.11,35.24,C,2
T20,35,catuaba,Abuta grandifolia,Menispermaceae,11.9,5.64,7.82,S,2
T20,36,parajuba,Manilkara bidentata,Sapotaceae,48.2,21.95,35.47,C,1
T20,37,morta,NA,NA,60.3,NA,25.73,NA,NA
T20,38,uxirana,Sacoglottis guianensis,Humiriaceae,36.2,14.26,22.9,C,2
T20,39,breu barrote,Tetragastris panamensis,Burseraceae,21.8,8.74,13.22,S,2
T20,40,inga branco,Inga thibaudiana,Fabaceae,17.4,10.36,19,S,2
T20,41,jatereu,Lecythis idatimon,Lecythidaceae,19.7,12.35,18.12,S,2
T20,42,morta,NA,NA,37.8,NA,2.86,NA,NA
T20,43,jatereu,Lecythis idatimon,Lecythidaceae,39.4,12.35,24.24,C,2
T20,44,breu barrote,Tetragastris panamensis,Burseraceae,48,17.13,29.83,S,2
T20,45,guajara cinza,Pouteria sp.,Sapotaceae,41.5,16.01,28.62,C,2
T20,46,capueiro,Rinorea guianensis,Violaceae,14.2,11.76,18.82,S,2
T20,47,abiurana branca,Pouteria guianensis,Sapotaceae,33.9,13.71,29.22,C,2
T20,48,piquiarana,Caryocar glabrum,Caryocaraceae,120.3,14.53,27.34,C,1
T20,49,breu vermelho,Protium hebetatum,Burseraceae,57.3,19.64,32.43,E,1
T20,50,matamata preto,Eschweilera ovata,Lecythidaceae,53.3,14.75,25.23,C,2
T20,51,taperebarana,Spondias sp.,Anacardiaceae,12.9,2.7,3.57,S,2
T20,52,breu barrote,Tetragastris panamensis,Burseraceae,13.6,3.5,6.07,S,2
T20,53,ipe roxo,Handroanthus impetiginosus,Bignoniaceae,80.5,30.34,46.81,E,1
T20,54,andirobarana,Guarea guidonia,Meliaceae,42.8,11.96,19.14,S,1
T20,55,breu barrote,Tetragastris panamensis,Burseraceae,15.1,8.34,12.31,S,2
T20,56,caramuxi,Pouteria hispida,Sapotaceae,55.3,15.28,20.81,S,2
T20,57,gema-de-ovo,Aspidosperma parvifolium,Apocynaceae,11.3,10.47,15.64,S,2
T20,58,caramuxi,Pouteria hispida,Sapotaceae,36.5,14.75,25.23,C,2
T20,59,matamata branco,Eschweilera coriacea,Lecythidaceae,50,23.61,38.13,C,1
T20,60,breu barrote,Tetragastris panamensis,Burseraceae,11.3,7.2,15.73,S,2
